,sub,run,cat_cond,trial_type,picture,old,response_old,target_pos,response_pos,minimum_error,dot_resp_loc,cat_corr,TN_corr,TN_rt,feedback_type,trial,SP_peak_response,FB_peak_response,preStim_bl,anticipation
0,001,1,1,csm,37b.png,1,1,28,298,-90,21,1,1,307,neu_feedback_onset,1,9.625726223007046,-0.009885007280520332,5.36853,-0.0891250000000019
1,001,1,1,csp,53a.png,1,1,332,317,-15,331,1,1,420,pos_feedback_onset,2,5.420620340715936,4.547473385790864,5.53599,0.10402500000000003
2,001,1,1,csp,22a.png,1,1,268,322,54,272,1,1,298,pos_feedback_onset,3,10.876772721298924,4.325670178625626,5.021940000000001,0.05227000000000004
3,001,1,1,csm,46b.png,1,1,304,313,9,298,1,0,246,neu_feedback_onset,4,6.731545912815551,0.24173712190004198,5.527704999999999,-0.049714999999999954
4,001,1,1,csp,64a.png,1,1,240,304,64,248,1,0,295,neg_feedback_onset,5,4.874469842393124,1.1810454742493914,5.284985,0.08700499999999955
5,001,1,1,csp,51a.png,1,1,164,144,-20,162,1,1,278,pos_feedback_onset,6,1.2345439064119317,5.110272255967302,5.402400000000002,0.35506999999999955
6,001,1,1,csm,44b.png,1,1,216,86,-130,210,1,1,394,neu_feedback_onset,7,4.024239070383643,4.707745451682938,5.457305,0.0037400000000005207
7,001,1,1,csm,18b.png,1,1,188,42,-146,182,1,1,318,neu_feedback_onset,8,2.228755171131171,2.195821157439041,5.2962299999999995,0.31547000000000125
8,001,1,1,csp,37a.png,1,1,328,30,62,329,1,1,375,pos_feedback_onset,9,3.7420281851739725,4.117303766873716,5.595495,-0.21199500000000082
9,001,1,1,csp,44a.png,1,1,292,282,-10,292,1,1,417,pos_feedback_onset,10,4.829993730499625,3.2512026509635525,5.447004999999999,0.05521999999999938
10,001,1,1,csm,56b.png,1,1,116,87,-29,133,1,1,294,neu_feedback_onset,11,6.3657775917599535,1.017992505703298,5.292205,0.38120000000000065
11,001,1,1,csm,28b.png,1,1,244,276,32,249,1,1,250,neu_feedback_onset,12,0.07980867130493652,7.849522627100579,5.65728,-0.15408999999999917
12,001,1,1,csm,54b.png,1,1,232,226,-6,239,1,1,409,neu_feedback_onset,13,-0.02827269357745993,1.4026718066256338,5.800650000000001,-0.03294500000000067
13,001,1,1,csp,36a.png,1,1,20,356,-24,28,1,1,369,pos_feedback_onset,14,5.3063488014011435,2.1218172968005846,5.526870000000001,-0.018719999999998294
14,001,2,1,csm,1b.png,1,1,256,321,65,255,1,0,NaN,neu_feedback_onset,1,3.432706461534148,5.802509522508623,5.69973,-0.10329000000000033
15,001,2,1,csm,51b.png,1,1,228,37,169,239,1,1,310,neu_feedback_onset,2,3.873873217369769,4.289915762974415,5.4890799999999995,0.3729949999999995
16,001,2,1,csp,26a.png,1,1,176,232,56,174,1,1,588,neg_feedback_onset,3,3.9919816153258845,4.036510030809344,5.5198149999999995,0.3292700000000002
17,001,2,1,csm,34b.png,1,0,148,NaN,NaN,147,1,1,347,neu_feedback_onset,4,2.780109153763457,2.8690513676909086,5.510574999999999,
18,001,2,1,csm,14b.png,1,1,280,213,-67,278,1,1,437,neu_feedback_onset,5,0.75555091009541,2.043946814935336,5.35768,0.09901499999999963
19,001,2,1,csm,63b.png,1,1,16,147,131,17,1,1,601,neu_feedback_onset,6,12.922122119702495,2.709657778334911,5.340535000000001,-0.27415500000000037
20,001,2,1,csp,34a.png,1,0,308,NaN,NaN,310,1,1,313,pos_feedback_onset,7,3.2831041763036097,2.8656573685496705,5.5558700000000005,-0.05530999999999864
21,001,2,1,csm,50b.png,1,1,48,326,-82,56,1,1,291,neu_feedback_onset,8,4.415560292185017,1.6023751690796033,5.383575,0.295300000000001
22,001,2,1,csp,2a.png,1,1,132,49,-83,131,1,1,305,pos_feedback_onset,9,7.791780225820487,3.0909051862987114,5.23956,0.2196750000000005
23,001,2,1,csp,65a.png,1,1,92,82,-10,93,1,1,319,pos_feedback_onset,10,1.0310116894141024,5.3009482423701595,5.7783050000000005,-0.1901250000000001
24,001,2,1,csp,17a.png,1,1,64,52,-12,59,1,1,336,pos_feedback_onset,11,4.717402223210003,8.34428754910564,5.365664999999999,-0.46647000000000016
25,001,2,1,csp,45a.png,1,1,24,337,-47,19,1,0,340,neg_feedback_onset,12,0.11066385718423184,0.856206673650892,5.557370000000001,0.08993999999999946
26,001,2,1,csm,59b.png,1,1,196,212,16,200,1,1,425,neu_feedback_onset,13,2.030288389695076,5.9146033943894585,5.453905000000001,0.12761500000000048
27,001,2,1,csp,40a.png,1,1,320,273,-47,320,1,1,348,pos_feedback_onset,14,8.823859187258382,5.939036364024444,5.485015,-0.3070750000000002
28,001,3,1,csp,63a.png,1,1,252,282,30,255,1,1,314,pos_feedback_onset,1,1.9943558764522642,6.047164888868173,5.393220000000001,0.4335899999999997
29,001,3,1,csp,16a.png,1,1,204,298,94,210,1,0,269,neg_feedback_onset,2,2.149249980133753,0.8033613819261578,5.41119,0.2407099999999991
30,001,3,1,csp,47a.png,1,1,136,132,-4,131,1,1,478,pos_feedback_onset,3,7.579574124129432,4.784070939556966,4.99817,0.09620500000000032
31,001,3,1,csp,57a.png,1,1,324,52,88,320,1,1,401,pos_feedback_onset,4,9.775447863627523,6.381383211069926,4.8911500000000006,0.2625100000000007
32,001,3,1,csp,25a.png,1,1,80,68,-12,77,1,1,206,pos_feedback_onset,5,3.480117923330681,2.158100640353283,5.2186449999999995,0.3427499999999988
33,001,3,1,csm,12b.png,1,1,236,226,-10,240,1,1,690,neu_feedback_onset,6,3.6843141226786016,3.5457176625882476,5.2328600000000005,0.14719500000000085
34,001,3,1,csp,1a.png,1,1,124,91,-33,115,1,1,299,pos_feedback_onset,7,0.12760983999666625,3.278351043762253,5.294784999999999,0.3393399999999991
35,001,3,1,csp,32a.png,1,1,56,312,-104,53,1,1,458,pos_feedback_onset,8,1.4152495479154086,4.599165685861666,5.394455,0.26426499999999997
36,001,3,1,csm,53b.png,1,1,4,340,-24,8,1,1,433,neu_feedback_onset,9,2.4613573038152188,5.89850844752258,5.460605000000001,-0.842744999999999
37,001,3,1,csm,10b.png,1,1,276,241,-35,278,1,1,604,neu_feedback_onset,10,7.417338525218938,0.7491708456670694,4.973145000000001,0.21136499999999891
38,001,3,1,csm,49b.png,1,1,104,125,21,101,1,1,381,neu_feedback_onset,11,4.056348285634501,0.5957870134980571,5.245234999999999,0.13353000000000037
39,001,3,1,csm,48b.png,1,1,12,19,7,5,1,1,579,neu_feedback_onset,12,1.0657516392233337,,5.117515,-0.006470000000001086
40,001,3,1,csm,16b.png,1,1,248,358,110,247,1,1,460,neu_feedback_onset,13,1.8512026273531874,0.5599666301874558,5.234164999999999,0.013980000000000103
41,001,3,1,csm,11b.png,1,1,272,236,-36,277,1,1,469,neu_feedback_onset,14,0.4347742090393588,1.1586091245913104,5.435005,0.15293000000000045
42,001,4,1,csm,25b.png,1,0,300,NaN,NaN,308,1,1,422,neu_feedback_onset,1,4.477083361930483,0.7038030336337773,5.463825000000002,0.15786999999999995
43,001,4,1,csm,13b.png,1,1,108,316,-152,109,1,1,637,neu_feedback_onset,2,0.5710590858416913,0.6238774665223301,5.60625,0.14156999999999975
44,001,4,1,csm,29b.png,1,1,200,39,-161,28,1,1,395,neu_feedback_onset,3,12.20197239708356,2.4938689700790935,5.306025,-0.5517849999999989
45,001,4,1,csp,43a.png,1,1,76,56,-20,92,1,1,254,pos_feedback_onset,4,2.4214429722844932,2.244667201857891,5.478345000000001,-0.006205000000001348
46,001,4,1,csm,60b.png,1,1,160,197,37,155,1,1,490,neu_feedback_onset,5,1.3071025572069648,2.9719588819076193,5.447545,0.17640499999999992
47,001,4,1,csp,23a.png,1,1,0,2,2,2,1,1,261,pos_feedback_onset,6,7.475971591587983,7.2853069222858675,5.356160000000001,0.28251500000000096
48,001,4,1,csp,12a.png,1,1,288,272,-16,284,1,1,225,pos_feedback_onset,7,0.2604749369547049,4.9003685712872995,5.7875049999999995,0.3452100000000007
49,001,4,1,csm,20b.png,1,1,120,155,35,120,1,1,509,neu_feedback_onset,8,4.506623115307229,2.879315998935321,5.19846,0.06709500000000013
50,001,4,1,csm,4b.png,1,1,284,293,9,282,1,1,451,neu_feedback_onset,9,8.607147331931902,0.03235140329875917,5.387325,-0.30538999999999916
51,001,4,1,csp,30a.png,1,1,264,268,4,263,1,1,344,pos_feedback_onset,10,5.280962567049718,0.11233657370748092,5.221870000000001,0.4854599999999998
52,001,4,1,csp,48a.png,1,0,260,NaN,NaN,261,1,1,393,pos_feedback_onset,11,,6.562457000789761,5.347775000000001,0.0656049999999988
53,001,4,1,csp,50a.png,1,1,312,135,-177,308,1,1,240,pos_feedback_onset,12,5.017552265209652,-0.023210877599892175,5.42665,0.35268499999999925
54,001,4,1,csp,5a.png,1,1,180,313,133,176,1,1,704,neg_feedback_onset,13,1.7420566569473959,3.9513951740993876,5.32962,-0.04134500000000063
55,001,4,1,csm,24b.png,1,1,60,71,11,59,1,0,411,neu_feedback_onset,14,5.245607171176364,2.4425079631984685,5.436055,-0.016924999999998747
56,001,5,1,csm,47b.png,1,0,184,NaN,NaN,186,1,1,312,neu_feedback_onset,1,1.718793390724807,2.157311981729679,5.7616,0.2809050000000006
57,001,5,1,csp,7a.png,1,1,52,311,-101,56,1,1,394,pos_feedback_onset,2,1.7429974706102012,4.065269655536569,5.566560000000001,0.6211100000000016
58,001,5,1,csm,5b.png,1,1,68,63,-5,65,1,1,470,neu_feedback_onset,3,0.1876654740770306,2.0446977857070747,5.525789999999999,-0.04613000000000067
59,001,5,1,csm,23b.png,1,1,220,240,20,230,1,1,330,neu_feedback_onset,4,1.6502564472333539,,5.27009,0.31749000000000027
60,001,5,1,csp,35a.png,1,1,72,37,-35,72,1,1,323,pos_feedback_onset,5,12.578640382320213,5.980816098378995,4.972795,0.2720450000000021
61,001,5,1,csm,7b.png,1,1,348,331,-17,349,1,1,458,neu_feedback_onset,6,3.407806385077175,1.8203246604438121,5.551225,-0.4904649999999995
62,001,5,1,csp,33a.png,1,0,224,NaN,NaN,232,1,1,452,pos_feedback_onset,7,3.0924200888680535,3.764241977732299,5.20547,0.42093999999999987
63,001,5,1,csm,6b.png,1,1,156,153,-3,163,1,1,666,neu_feedback_onset,8,1.5759189784616425,0.6614007692913746,5.553585000000001,0.3585900000000004
64,001,5,1,csp,41a.png,1,1,44,55,11,40,1,1,424,pos_feedback_onset,9,7.595665162836218,7.07874220539073,5.360754999999999,0.2959500000000004
65,001,5,1,csp,27a.png,1,1,316,317,1,316,1,1,303,pos_feedback_onset,10,2.1214137470642176,5.962525220218926,5.673575000000001,-0.1782900000000005
66,001,5,1,csm,30b.png,1,1,212,201,-11,209,1,1,573,neu_feedback_onset,11,2.4376854546171836,7.843371592483522,5.574140000000002,-0.017884999999999707
67,001,5,1,csm,40b.png,1,1,296,311,15,300,1,1,449,neu_feedback_onset,12,3.2107101759368164,5.221028110634341,5.592064999999999,-0.6426449999999999
68,001,5,1,csp,59a.png,1,1,112,302,-170,114,1,1,434,neg_feedback_onset,13,1.1680446610932935,5.909038112185387,5.755345,0.12360500000000041
69,001,5,1,csp,15a.png,1,1,128,146,18,115,1,1,339,pos_feedback_onset,14,0.5896981226120177,2.1200108402844626,5.5774300000000006,0.11860999999999944
70,001,6,1,csm,41b.png,1,1,344,271,-73,345,1,1,513,neu_feedback_onset,1,1.8492665063481624,0.7790713157059289,5.472440000000001,-0.01454999999999984
71,001,6,1,csm,22b.png,1,1,336,333,-3,341,1,1,447,neu_feedback_onset,2,7.153630093286495,1.5320581691439332,5.297659999999999,-0.024959999999999205
72,001,6,1,csm,55b.png,1,1,8,81,73,10,1,1,480,neu_feedback_onset,3,5.677346240113319,5.998338175724151,5.2943750000000005,-0.27138500000000043
73,001,6,1,csm,45b.png,1,1,40,317,-83,42,1,1,481,neu_feedback_onset,4,0.5165105567760253,0.30309432562848443,5.230289999999999,0.40896499999999936
74,001,6,1,csp,11a.png,1,1,100,353,-107,103,1,1,281,pos_feedback_onset,5,0.44634452102915834,3.9374351336927402,5.444225,0.4660150000000005
75,001,6,1,csm,64b.png,1,1,88,280,-168,87,1,1,472,neu_feedback_onset,6,5.216119325358507,1.0249298931495825,5.3835999999999995,-0.19535499999999928
76,001,6,1,csp,62a.png,1,1,36,42,6,31,1,1,244,pos_feedback_onset,7,2.734223655290074,1.9714309506689915,5.445969999999999,0.23154999999999948
77,001,6,1,csp,21a.png,1,1,144,300,156,146,1,1,378,pos_feedback_onset,8,2.884659927918258,6.106062091274447,5.396649999999999,-0.11572000000000049
78,001,6,1,csm,17b.png,1,1,168,95,-73,176,1,1,328,neu_feedback_onset,9,0.2822231224941187,0.10035759088209031,5.504509999999999,0.27598000000000056
79,001,6,1,csp,42a.png,1,1,140,210,70,142,1,1,814,neg_feedback_onset,10,1.8089840025426454,5.448215122472639,5.47462,0.10039500000000068
80,001,6,1,csp,8a.png,1,1,192,217,25,200,1,1,463,neg_feedback_onset,11,4.750165602103555,4.006486800795171,5.44981,-0.21897500000000125
81,001,6,1,csm,26b.png,1,1,340,187,-153,341,1,1,334,neu_feedback_onset,12,6.172238725750113,1.5480030109584404,5.5072399999999995,0.13649499999999914
82,001,6,1,csp,9a.png,1,1,352,300,-52,349,1,1,267,pos_feedback_onset,13,2.7815738125259575,6.304872161716726,5.678440000000001,-0.03477499999999978
83,001,6,1,csp,6a.png,1,0,84,86,2,84,1,1,339,pos_feedback_onset,14,0.11480875554478565,6.063215712590326,5.718205,0.12984999999999847
84,002,1,1,csm,15b.png,1,1,308,279,-29,307,1,1,384,neu_feedback_onset,1,1.1552763682336624,1.784615847188293,4.04189,-0.14525000000000032
85,002,1,1,csp,21a.png,1,1,172,53,-119,176,1,1,220,pos_feedback_onset,2,1.9363268282678099,3.936186000494679,3.949229999999999,0.19238000000000088
86,002,1,1,csp,43a.png,1,1,124,64,-60,122,1,0,215,neg_feedback_onset,3,9.826367664071677,2.330090546008515,3.9589400000000006,-0.028980000000000672
87,002,1,1,csm,19b.png,1,1,44,263,-141,NaN,0,1,367,neu_feedback_onset,4,10.43036497934658,4.3704155668448434,3.685824999999999,
88,002,1,1,csm,9b.png,1,1,344,266,-78,345,1,1,457,neu_feedback_onset,5,3.5560612806139473,10.266864618637815,4.121694999999999,-0.22437499999999932
89,002,1,1,csm,49b.png,1,1,216,353,137,214,1,1,478,neu_feedback_onset,6,7.837666827743246,2.758652784311175,3.7456300000000007,0.046805000000000874
90,002,1,1,csm,27b.png,1,1,288,269,-19,283,1,1,312,neu_feedback_onset,7,1.39014299084003,4.826968435673428,3.948155,0.1079299999999992
91,002,1,1,csp,58a.png,1,1,128,68,-60,NaN,0,1,300,neg_feedback_onset,8,1.3802178900373625,10.481368330410147,4.4416899999999995,
92,002,1,1,csp,64a.png,1,1,284,271,-13,281,1,1,610,neg_feedback_onset,9,0.0980505538599272,5.139165365405931,3.97754,0.08505499999999966
93,002,1,1,csm,42b.png,1,1,100,304,-156,NaN,0,1,414,neu_feedback_onset,10,0.6031033331559141,12.315906487467768,4.1336200000000005,
94,002,1,1,csp,1a.png,1,1,64,197,133,64,1,0,374,neg_feedback_onset,11,0.24261146521228757,6.773749768641933,3.9136649999999995,-0.05649999999999977
95,002,1,1,csp,38a.png,1,1,328,279,-49,327,1,1,730,neg_feedback_onset,12,8.190001373323422,10.332695172912658,3.6043949999999993,-0.12935000000000008
96,002,1,1,csm,65b.png,1,1,356,185,-171,359,1,1,589,neu_feedback_onset,13,23.221878859033854,10.198859604451382,3.2877400000000003,-0.10560999999999998
97,002,1,1,csp,52a.png,1,1,176,179,3,NaN,0,1,321,neg_feedback_onset,14,0.8253797060779318,6.894362772634836,3.8200599999999993,
98,002,2,1,csp,53a.png,1,1,92,68,-24,87,1,0,NaN,neg_feedback_onset,1,2.0035619411979586,3.691521094931464,4.169075000000001,0.008824999999998973
99,002,2,1,csp,60a.png,1,1,188,270,82,NaN,0,1,308,neg_feedback_onset,2,5.906253331595986,2.611985977408048,4.220949999999999,
100,002,2,1,csm,26b.png,1,1,256,271,15,254,1,1,497,neu_feedback_onset,3,3.708057678118082,4.798469852450051,3.99805,0.06334000000000017
101,002,2,1,csm,56b.png,1,1,352,88,96,352,1,1,522,neu_feedback_onset,4,11.930603038815772,3.185232170917006,3.93706,0.21212999999999926
102,002,2,1,csm,25b.png,1,1,136,270,134,133,1,1,348,neu_feedback_onset,5,4.065473112799894,6.5172069329093905,4.032495,0.09777500000000083
103,002,2,1,csp,47a.png,1,1,84,273,-171,264,1,1,395,neg_feedback_onset,6,8.547854991300248,1.7171265711959485,4.008724999999999,-0.03375000000000039
104,002,2,1,csm,31b.png,1,1,108,270,162,108,1,1,380,neu_feedback_onset,7,8.218445768655421,5.294956899129433,4.0779000000000005,-0.09899000000000013
105,002,2,1,csm,61b.png,1,1,4,270,-94,357,1,1,673,neu_feedback_onset,8,8.267266405989446,4.309657930436293,3.8527849999999995,-0.10831999999999997
106,002,2,1,csp,63a.png,1,1,80,187,107,79,1,0,341,neg_feedback_onset,9,0.5366682187906924,9.398368103075942,4.05565,-0.08694500000000005
107,002,2,1,csp,20a.png,1,1,204,228,24,202,1,1,429,pos_feedback_onset,10,5.476234181171965,3.47918182126554,3.75897,-0.08236500000000024
108,002,2,1,csp,5a.png,1,1,276,264,-12,271,1,1,393,pos_feedback_onset,11,4.675976899266683,5.0238917417398286,3.8509599999999997,0.06331500000000023
109,002,2,1,csp,40a.png,1,1,28,266,-122,29,1,1,322,pos_feedback_onset,12,4.644018246875536,0.42188230711695524,3.835775000000001,0.3630450000000005
110,002,2,1,csm,36b.png,1,1,104,285,-179,103,1,0,340,neu_feedback_onset,13,4.889526285125307,7.201111787498206,3.7932099999999984,-0.054760000000000364
111,002,2,1,csm,66b.png,1,1,116,277,161,111,1,1,333,neu_feedback_onset,14,0.6298049887084199,12.587057729108615,3.921054999999999,-0.20516000000000068
112,002,3,1,csp,66a.png,1,1,24,274,-110,17,1,1,459,pos_feedback_onset,1,6.650821221521184,0.5587600761863422,3.7508150000000002,-0.04919500000000099
113,002,3,1,csp,42a.png,1,1,324,267,-57,325,1,1,370,pos_feedback_onset,2,6.564081973279171,0.5756149285038744,3.81051,0.026085000000000136
114,002,3,1,csm,22b.png,1,1,12,2,-10,17,1,0,333,neu_feedback_onset,3,3.7032744878381463,2.138279109719586,3.883050000000001,-0.10713499999999954
115,002,3,1,csm,23b.png,1,1,268,260,-8,277,1,1,442,neu_feedback_onset,4,3.1797079274587183,0.11880794006935244,3.8168599999999993,0.10168000000000044
116,002,3,1,csm,4b.png,1,1,96,76,-20,95,1,1,260,neu_feedback_onset,5,9.286939884123246,6.556359003780969,3.89897,-0.23850499999999908
117,002,3,1,csp,23a.png,1,1,52,193,141,54,1,0,294,neg_feedback_onset,6,2.4967647398205575,4.045909879601885,4.029815,-0.24635500000000032
118,002,3,1,csp,19a.png,1,0,340,71,91,338,1,1,351,pos_feedback_onset,7,9.197999052898952,0.7866833596319138,3.8221900000000013,0.14731499999999897
119,002,3,1,csm,39b.png,1,1,164,110,-54,347,1,1,361,neu_feedback_onset,8,19.75211776333357,2.6509073537438037,3.6323700000000003,-0.24898500000000023
120,002,3,1,csp,50a.png,1,1,336,266,-70,331,1,0,330,neg_feedback_onset,9,6.244432776063978,2.9054003309654854,4.26604,0.07454500000000008
121,002,3,1,csp,49a.png,1,1,260,261,1,260,1,1,358,pos_feedback_onset,10,15.153839574199157,,3.6242300000000016,-0.12168999999999963
122,002,3,1,csm,58b.png,1,1,296,276,-20,283,1,1,518,neu_feedback_onset,11,20.20358230674305,2.7287927767250015,3.5047249999999996,-0.1120000000000001
123,002,3,1,csm,59b.png,1,1,16,90,74,16,1,1,296,neu_feedback_onset,12,4.658856113919638,6.721392753484054,3.948009999999999,-0.1613799999999994
124,002,3,1,csm,37b.png,1,1,56,50,-6,56,1,1,547,neu_feedback_onset,13,1.999057525966732,8.85954746064678,3.8515649999999995,-0.16008500000000003
125,002,3,1,csp,39a.png,1,1,36,63,27,38,1,1,400,pos_feedback_onset,14,7.4710147526242325,5.593369521169347,3.7644150000000005,-0.4324400000000006
126,002,4,1,csm,12b.png,1,1,32,48,16,31,1,1,539,neu_feedback_onset,1,2.281485878852259,3.979662437079889,4.07651,-0.1782399999999993
127,002,4,1,csm,32b.png,1,1,312,86,134,312,1,1,244,neu_feedback_onset,2,4.969106855385307,1.6652490894185774,3.8544150000000004,0.15360000000000085
128,002,4,1,csp,24a.png,1,1,316,86,130,138,1,1,429,neg_feedback_onset,3,7.018323125291272,1.760842877796532,3.8948049999999994,0.16922999999999888
129,002,4,1,csm,52b.png,1,1,236,85,-151,235,1,1,266,neu_feedback_onset,4,0.6059262175205244,4.071382882165422,4.01369,0.04165500000000044
130,002,4,1,csm,3b.png,1,1,232,53,-179,56,1,1,588,neu_feedback_onset,5,13.466842402358756,4.950730998577033,3.729085,0.08494499999999938
131,002,4,1,csp,34a.png,1,1,132,88,-44,130,1,1,432,pos_feedback_onset,6,,0.31110789932350386,4.1884299999999985,0.04545000000000021
132,002,4,1,csp,48a.png,1,1,112,354,-118,109,1,0,345,neg_feedback_onset,7,6.915443228219848,,3.61958,0.12466500000000025
133,002,4,1,csp,33a.png,1,1,300,59,119,303,1,1,559,pos_feedback_onset,8,3.3660219965739,5.735821791623123,4.0279,0.04646000000000061
134,002,4,1,csm,8b.png,1,1,320,50,90,317,1,1,281,neu_feedback_onset,9,0.35204268195416005,1.0618919982515558,4.07479,-0.0032649999999998514
135,002,4,1,csp,18a.png,1,1,152,NaN,NaN,154,1,0,323,neg_feedback_onset,10,15.769356095487714,5.351755184975531,3.5292499999999998,0.0565500000000001
136,002,4,1,csm,48b.png,1,1,180,62,-118,183,1,1,277,neu_feedback_onset,11,2.6908895719242607,2.720937294022669,3.912275,0.2297700000000007
137,002,4,1,csm,33b.png,1,1,76,80,4,86,1,1,619,neu_feedback_onset,12,3.145674164497,7.991459970918589,3.9829299999999996,-0.2120700000000002
138,002,4,1,csp,12a.png,1,1,88,80,-8,92,1,1,282,pos_feedback_onset,13,9.750085138337344,1.7127868606368764,3.5089949999999996,0.2950150000000007
139,002,4,1,csp,25a.png,1,1,156,89,-67,153,1,1,335,pos_feedback_onset,14,9.18795626668852,3.753031349476295,3.660825,-0.0739399999999999
140,002,5,1,csm,21b.png,1,0,200,90,-110,203,1,1,299,neu_feedback_onset,1,1.6128382350152635,0.5943899653552145,4.21896,0.0849599999999997
141,002,5,1,csp,22a.png,1,1,68,89,21,75,1,0,291,neg_feedback_onset,2,0.9005088949806855,,4.203905000000001,0.2023199999999994
142,002,5,1,csm,45b.png,1,1,280,269,-11,277,1,1,714,neu_feedback_onset,3,7.554432831989308,2.4038155887090116,3.7785100000000007,0.0351849999999998
143,002,5,1,csp,35a.png,1,1,240,272,32,243,1,1,248,pos_feedback_onset,4,0.42604068435939935,1.127862899763218,4.156880000000001,-0.15606500000000034
144,002,5,1,csm,30b.png,1,0,0,81,81,359,1,1,533,neu_feedback_onset,5,16.395951050941566,1.1606513932742537,3.8819950000000008,-0.3418550000000016
145,002,5,1,csm,29b.png,1,1,252,267,15,244,1,1,523,neu_feedback_onset,6,12.200697583212655,2.068183220578638,3.3530050000000005,0.1050150000000003
146,002,5,1,csp,9a.png,1,1,72,NaN,NaN,68,1,1,327,pos_feedback_onset,7,10.934925808832148,0.17736999230185488,3.6722699999999997,0.010965000000001002
147,002,5,1,csm,10b.png,1,1,160,277,117,158,1,0,303,neu_feedback_onset,8,12.824855376299965,9.173205200966077,3.5929449999999994,-0.540820000000001
148,002,5,1,csp,44a.png,1,0,264,86,-178,264,1,1,473,pos_feedback_onset,9,11.186168589950887,7.816243520424469,3.818555000000001,-0.1340699999999999
149,002,5,1,csp,29a.png,1,1,144,87,-57,143,1,1,636,neg_feedback_onset,10,8.781837255246526,2.077045872833152,3.75582,0.09065000000000012
150,002,5,1,csp,41a.png,1,1,220,270,50,217,1,1,250,pos_feedback_onset,11,7.436247088424247,8.022127621067813,3.479645,-0.12147500000000022
151,002,5,1,csm,51b.png,1,1,140,270,130,140,1,1,787,neu_feedback_onset,12,14.845875502346768,3.34923293051802,3.4973350000000005,-0.3695950000000008
152,002,5,1,csm,43b.png,1,1,196,269,73,199,1,1,439,neu_feedback_onset,13,4.485512301814288,5.145840557931635,3.819965,-0.004734999999999268
153,002,5,1,csp,26a.png,1,1,20,86,66,11,1,0,284,neg_feedback_onset,14,6.398016635676576,7.495735384787497,3.839940000000001,-0.2703650000000004
154,002,6,1,csm,1b.png,1,1,48,84,36,54,1,1,267,neu_feedback_onset,1,5.844788222229389,1.5046037660128577,4.02521,
155,002,6,1,csm,57b.png,1,1,120,90,-30,301,1,1,279,neu_feedback_onset,2,1.4568916440002475,10.636424994454176,3.9522500000000003,0.06341000000000019
156,002,6,1,csp,6a.png,1,1,40,230,-170,223,1,0,527,neg_feedback_onset,3,13.252956309803224,12.42484002827711,4.4312,0.06608000000000036
157,002,6,1,csm,53b.png,1,1,272,68,156,95,1,1,584,neu_feedback_onset,4,17.569653064958324,1.4210489893238851,3.580065,-0.09770000000000012
158,002,6,1,csp,54a.png,1,1,60,85,25,64,1,1,423,pos_feedback_onset,5,3.7380983266312042,3.7423911328305954,3.8545000000000003,-0.14585500000000096
159,002,6,1,csm,24b.png,1,0,148,88,-60,148,1,1,332,neu_feedback_onset,6,1.8898416762008377,2.970399233047308,3.972555,0.45431500000000025
160,002,6,1,csm,16b.png,1,1,168,73,-95,168,1,1,258,neu_feedback_onset,7,10.082705816004138,0.8772030673365633,4.187074999999999,-0.19470499999999902
161,002,6,1,csp,59a.png,1,1,292,90,158,293,1,1,444,pos_feedback_onset,8,3.7224255339709953,3.921805698634878,3.9698700000000002,-0.3117100000000006
162,002,6,1,csm,54b.png,1,1,228,82,-146,NaN,0,1,275,neu_feedback_onset,9,6.788981858494701,2.585870632226099,3.8877700000000006,
163,002,6,1,csp,17a.png,1,1,208,90,-118,207,1,1,344,pos_feedback_onset,10,1.7910403956284273,0.6728015009307309,4.088685,-0.01980999999999966
164,002,6,1,csp,30a.png,1,1,224,84,-140,224,1,1,321,pos_feedback_onset,11,5.35050913690961,2.3716835986764453,3.99205,0.0015049999999998676
165,002,6,1,csp,45a.png,1,1,348,255,-93,343,1,1,389,pos_feedback_onset,12,6.14132766687779,7.6842802461434045,3.9154400000000003,-0.3307599999999997
166,002,6,1,csp,14a.png,1,1,212,87,-125,199,1,1,458,pos_feedback_onset,13,,11.570798188308327,3.986045,-0.10523500000000041
167,002,6,1,csm,46b.png,1,1,244,84,-160,244,1,1,699,neu_feedback_onset,14,2.113483215361657,1.7937378466650327,4.2969349999999995,0.0868050000000018
168,003,1,1,csp,18a.png,1,1,320,316,-4,320,1,1,294,pos_feedback_onset,1,,,6.341035,
169,003,1,1,csm,53b.png,1,1,108,119,11,110,1,0,442,neu_feedback_onset,2,,,6.153955000000001,
170,003,1,1,csm,44b.png,1,1,148,130,-18,148,1,1,356,neu_feedback_onset,3,,,6.237005000000001,
171,003,1,1,csm,52b.png,1,1,308,316,8,308,1,1,379,neu_feedback_onset,4,,,5.842524999999999,
172,003,1,1,csm,41b.png,1,1,56,50,-6,55,1,1,468,neu_feedback_onset,5,,,5.880665000000001,
173,003,1,1,csm,33b.png,1,1,256,248,-8,255,1,0,333,neu_feedback_onset,6,,,6.401940000000001,
174,003,1,1,csp,27a.png,1,1,96,44,-52,95,1,0,682,neg_feedback_onset,7,,,6.112920000000001,
175,003,1,1,csp,41a.png,1,1,116,126,10,116,1,1,387,pos_feedback_onset,8,,,6.1804250000000005,
176,003,1,1,csp,26a.png,1,1,80,246,166,79,1,1,302,pos_feedback_onset,9,,,6.381285,
