sub,run,cat_cond,trial_type,picture,old,response_old,target_pos,response_pos,minimum_error,dot_resp_loc,cat_corr,TN_corr,TN_rt,ITI_dur,feedback_type,trial,mouse_resp_timestamp,trial_type_tm1,ITI_dur_tm1
054,1,2,csm,38a.png,1,1,224,NaN,NaN,238,1,1,516,5769,neu_feedback_onset,1,72861,csm,4500
054,1,2,csp,34b.png,1,1,212,89,-123,223,1,1,560,3923,neg_feedback_onset,2,90695,csm,5769
054,1,2,csp,53b.png,1,0,24,NaN,NaN,37,1,0,221,4384,neg_feedback_onset,3,105708,csp,3923
054,1,2,csp,28b.png,1,0,4,84,80,349,1,0,217,4846,neg_feedback_onset,4,120971,csp,4384
054,1,2,csm,51a.png,1,1,12,89,77,12,1,0,315,5307,neu_feedback_onset,5,136986,csp,4846
054,1,2,csm,39a.png,1,0,104,NaN,NaN,104,1,1,716,5076,neu_feedback_onset,6,154753,csm,5307
054,1,2,csp,21b.png,1,0,228,NaN,NaN,234,1,1,613,3000,neg_feedback_onset,7,171503,csm,5076
054,1,2,csm,26a.png,1,1,28,94,66,32,1,0,685,5538,neu_feedback_onset,8,187300,csp,3000
054,1,2,csp,8b.png,1,0,280,91,171,281,1,0,NaN,4615,neg_feedback_onset,9,205602,csm,5538
054,1,2,csm,54a.png,1,1,240,NaN,NaN,246,1,1,766,3230,neu_feedback_onset,10,221667,csp,4615
054,1,2,csm,33a.png,1,1,168,NaN,NaN,167,1,1,711,3461,neu_feedback_onset,11,236646,csm,3230
054,1,2,csp,6b.png,1,1,140,NaN,NaN,133,1,0,570,3692,neg_feedback_onset,12,250598,csm,3461
054,1,2,csp,29b.png,1,0,52,NaN,NaN,58,1,0,245,4153,neg_feedback_onset,13,264650,csp,3692
054,1,2,csm,13a.png,1,1,20,NaN,NaN,17,1,0,NaN,6000,neu_feedback_onset,14,281233,csp,4153
054,2,2,csm,41a.png,1,1,284,NaN,NaN,105,1,1,722,3461,neu_feedback_onset,1,13732,csm,4500
054,2,2,csm,30a.png,1,1,208,NaN,NaN,209,1,1,647,3000,neu_feedback_onset,2,27859,csm,3461
054,2,2,csm,16a.png,1,1,276,NaN,NaN,270,1,0,279,4615,neu_feedback_onset,3,43056,csm,3000
054,2,2,csp,66b.png,1,0,144,NaN,NaN,157,1,1,203,4384,pos_feedback_onset,4,58586,csm,4615
054,2,2,csm,1a.png,1,1,332,NaN,NaN,332,1,1,216,3692,neu_feedback_onset,5,75068,csp,4384
054,2,2,csm,6a.png,1,0,204,88,-116,196,1,1,303,5769,neu_feedback_onset,6,89930,csm,3692
054,2,2,csp,5b.png,1,0,260,87,-173,262,1,0,466,3230,neg_feedback_onset,7,107732,csm,5769
054,2,2,csp,35b.png,1,0,184,91,-93,179,1,1,188,5307,pos_feedback_onset,8,121241,csp,3230
054,2,2,csm,36a.png,1,1,312,NaN,NaN,309,1,0,210,6000,neu_feedback_onset,9,138926,csp,5307
054,2,2,csp,42b.png,1,0,252,88,-164,247,1,0,238,4153,neg_feedback_onset,10,156844,csm,6000
054,2,2,csm,64a.png,1,1,64,85,21,243,0,1,504,3923,neu_feedback_onset,11,172609,csp,4153
054,2,2,csp,32b.png,1,0,352,NaN,NaN,350,1,1,229,5538,pos_feedback_onset,12,187737,csm,3923
054,2,2,csp,18b.png,1,0,72,NaN,NaN,73,1,1,256,5076,pos_feedback_onset,13,205555,csp,5538
054,2,2,csp,54b.png,1,0,336,NaN,NaN,318,1,1,458,4846,pos_feedback_onset,14,221820,csp,5076
054,3,2,csm,53a.png,1,1,236,87,-149,232,1,0,272,3461,neu_feedback_onset,1,9743,csm,4500
054,3,2,csp,27b.png,1,0,100,NaN,NaN,102,1,1,509,3923,neg_feedback_onset,2,24121,csm,3461
054,3,2,csp,38b.png,1,0,96,88,-8,98,1,1,270,6000,pos_feedback_onset,3,40302,csp,3923
054,3,2,csp,39b.png,1,0,132,88,-44,134,1,0,465,4615,neg_feedback_onset,4,58104,csp,6000
054,3,2,csm,32a.png,1,1,40,86,46,41,1,0,407,5307,neu_feedback_onset,5,73750,csp,4615
054,3,2,csm,17a.png,1,1,264,84,180,267,1,1,332,3000,neu_feedback_onset,6,90016,csm,5307
054,3,2,csm,40a.png,1,0,164,85,-79,326,0,1,460,4153,neu_feedback_onset,7,103709,csm,3000
054,3,2,csm,4a.png,1,0,300,88,148,292,1,1,221,4846,neu_feedback_onset,8,119857,csm,4153
054,3,2,csm,52a.png,1,1,128,91,-37,130,1,1,290,4384,neu_feedback_onset,9,136757,csm,4846
054,3,2,csp,14b.png,1,0,92,89,-3,95,1,1,460,5769,pos_feedback_onset,10,152671,csm,4384
054,3,2,csp,57b.png,1,1,268,85,177,271,1,0,293,3692,neg_feedback_onset,11,168952,csp,5769
054,3,2,csm,12a.png,1,0,84,NaN,NaN,269,1,1,356,5076,neu_feedback_onset,12,182946,csp,3692
054,3,2,csp,49b.png,1,0,216,89,-127,217,1,0,471,5538,neg_feedback_onset,13,200731,csm,5076
054,3,2,csp,12b.png,1,1,324,80,116,330,1,0,418,3230,neg_feedback_onset,14,218232,csp,5538
