sub,run,cat_cond,trial_type,picture,old,response_old,target_pos,response_pos,minimum_error,dot_resp_loc,cat_corr,TN_corr,TN_rt,ITI_dur,feedback_type,trial,mouse_resp_timestamp,trial_type_tm1,ITI_dur_tm1
003,1,1,csp,18a.png,1,1,320,316,-4,320,1,1,294,3461,pos_feedback_onset,1,66588,csm,4500
003,1,1,csm,53b.png,1,1,108,119,11,110,1,0,442,5769,neu_feedback_onset,2,82222,csp,3461
003,1,1,csm,44b.png,1,1,148,130,-18,148,1,1,356,5307,neu_feedback_onset,3,99685,csm,5769
003,1,1,csm,52b.png,1,1,308,316,8,308,1,1,379,6000,neu_feedback_onset,4,117236,csm,5307
003,1,1,csm,41b.png,1,1,56,50,-6,55,1,1,468,5076,neu_feedback_onset,5,136107,csm,6000
003,1,1,csm,33b.png,1,1,256,248,-8,255,1,0,333,4615,neu_feedback_onset,6,153641,csm,5076
003,1,1,csp,27a.png,1,1,96,44,-52,95,1,0,682,4153,neg_feedback_onset,7,171241,csm,4615
003,1,1,csp,41a.png,1,1,116,126,10,116,1,1,387,3000,pos_feedback_onset,8,187473,csp,4153
003,1,1,csp,26a.png,1,1,80,246,166,79,1,1,302,3923,pos_feedback_onset,9,203120,csp,3000
003,1,1,csp,53a.png,1,1,252,251,-1,251,1,1,284,5538,pos_feedback_onset,10,218767,csp,3923
003,1,1,csp,38a.png,1,1,280,243,-37,280,1,1,630,4384,neg_feedback_onset,11,237671,csp,5538
003,1,1,csp,6a.png,1,1,4,358,-6,3,1,1,301,3230,pos_feedback_onset,12,253451,csp,4384
003,1,1,csm,7b.png,1,1,68,45,-23,67,1,1,411,4846,neu_feedback_onset,13,268347,csp,3230
003,1,1,csm,27b.png,1,1,28,37,9,29,1,1,316,3692,neu_feedback_onset,14,284445,csm,4846
003,2,1,csm,35b.png,1,1,260,235,-25,259,1,0,NaN,5307,neu_feedback_onset,1,13559,csm,4500
003,2,1,csp,47a.png,1,0,208,89,-119,208,1,1,330,3000,pos_feedback_onset,2,30125,csm,5307
003,2,1,csm,17b.png,1,1,40,32,-8,39,1,1,259,4384,neu_feedback_onset,3,45788,csp,3000
003,2,1,csp,42a.png,1,1,232,233,1,234,1,0,348,5076,neg_feedback_onset,4,62655,csm,4384
003,2,1,csp,8a.png,1,1,268,311,43,269,1,1,313,5769,pos_feedback_onset,5,80239,csp,5076
003,2,1,csm,10b.png,1,1,156,134,-22,156,1,1,335,5538,neu_feedback_onset,6,97639,csp,5769
003,2,1,csm,28b.png,1,1,36,39,3,35,1,1,496,3461,neu_feedback_onset,7,115541,csm,5538
003,2,1,csm,42b.png,1,1,44,39,-5,44,1,1,361,3230,neu_feedback_onset,8,130403,csm,3461
003,2,1,csp,34a.png,1,1,188,236,48,187,1,1,362,6000,pos_feedback_onset,9,146701,csm,3230
003,2,1,csm,20b.png,1,1,100,43,-57,100,1,1,576,4846,neu_feedback_onset,10,165905,csp,6000
003,2,1,csp,59a.png,1,1,220,233,13,221,1,1,339,4153,pos_feedback_onset,11,183039,csm,4846
003,2,1,csm,31b.png,1,1,296,307,11,296,1,1,426,3923,neu_feedback_onset,12,200690,csp,4153
003,2,1,csp,55a.png,1,1,180,178,-2,179,1,1,292,4615,pos_feedback_onset,13,216888,csm,3923
003,2,1,csp,65a.png,1,1,144,238,94,145,1,1,422,3692,pos_feedback_onset,14,233487,csp,4615
003,3,1,csm,46b.png,1,1,348,337,-11,348,1,1,323,6000,neu_feedback_onset,1,12568,csm,4500
003,3,1,csp,29a.png,1,1,76,70,-6,74,1,1,349,3461,pos_feedback_onset,2,30169,csm,6000
003,3,1,csp,31a.png,1,1,300,324,24,301,1,0,336,4153,neg_feedback_onset,3,46401,csp,3461
003,3,1,csm,49b.png,1,1,228,233,5,229,1,1,397,4384,neu_feedback_onset,4,64118,csp,4153
003,3,1,csp,56a.png,1,1,60,64,4,60,1,1,542,3923,neg_feedback_onset,5,80584,csm,4384
003,3,1,csm,56b.png,1,0,316,320,4,316,1,1,486,4846,neu_feedback_onset,6,96081,csp,3923
003,3,1,csm,5b.png,1,1,164,152,-12,163,1,1,345,5307,neu_feedback_onset,7,112830,csm,4846
003,3,1,csp,7a.png,1,1,84,73,-11,84,1,1,330,3692,pos_feedback_onset,8,131383,csm,5307
003,3,1,csm,9b.png,1,1,344,343,-1,343,1,1,390,4615,neu_feedback_onset,9,147113,csp,3692
003,3,1,csm,3b.png,1,1,64,59,-5,64,1,1,513,5076,neu_feedback_onset,10,164931,csm,4615
003,3,1,csp,19a.png,1,1,20,27,7,19,1,1,342,5769,pos_feedback_onset,11,181814,csm,5076
003,3,1,csp,14a.png,1,1,288,242,-46,288,1,1,372,3000,pos_feedback_onset,12,201302,csp,5769
003,3,1,csm,1b.png,1,1,312,307,-5,311,1,1,544,5538,neu_feedback_onset,13,216799,csp,3000
003,3,1,csp,36a.png,1,1,332,240,-92,331,1,1,305,3230,pos_feedback_onset,14,233531,csm,5538
003,4,1,csp,62a.png,1,1,168,172,4,168,1,1,332,3692,pos_feedback_onset,1,13786,csm,4500
003,4,1,csp,48a.png,1,1,152,207,55,153,1,1,301,5307,pos_feedback_onset,2,28782,csp,3692
003,4,1,csm,13b.png,1,0,248,115,-133,247,1,1,276,5538,neu_feedback_onset,3,45815,csp,5307
003,4,1,csp,11a.png,1,1,328,323,-5,328,1,1,289,6000,pos_feedback_onset,4,63967,csm,5538
003,4,1,csm,40b.png,1,1,272,232,-40,272,1,1,302,5769,neu_feedback_onset,5,81434,csp,6000
003,4,1,csp,51a.png,1,1,212,210,-2,211,1,1,364,4846,pos_feedback_onset,6,99836,csm,5769
003,4,1,csm,61b.png,1,1,216,212,-4,215,1,1,333,4153,neu_feedback_onset,7,118439,csp,4846
003,4,1,csp,22a.png,1,1,324,330,6,324,1,1,418,4615,pos_feedback_onset,8,135239,csm,4153
003,4,1,csm,4b.png,1,1,92,90,-2,93,1,1,653,3461,neu_feedback_onset,9,151520,csp,4615
003,4,1,csm,26b.png,1,1,8,17,9,7,1,1,288,4384,neu_feedback_onset,10,167719,csm,3461
003,4,1,csp,13a.png,1,1,356,347,-9,356,1,1,329,3923,pos_feedback_onset,11,184986,csm,4384
