sub,run,cat_cond,trial_type,picture,old,response_old,target_pos,response_pos,minimum_error,dot_resp_loc,cat_corr,TN_corr,TN_rt,ITI_dur,feedback_type,trial,mouse_resp_timestamp,trial_type_tm1,ITI_dur_tm1
056,1,2,csm,41a.png,1,0,216,NaN,NaN,218,1,1,341,5769,neu_feedback_onset,1,29364,csm,4500
056,1,2,csm,31a.png,1,1,68,NaN,NaN,66,1,1,129,5076,neu_feedback_onset,2,48551,csm,5769
056,1,2,csm,26a.png,1,0,48,NaN,NaN,47,1,0,158,3230,neu_feedback_onset,3,66453,csm,5076
056,1,2,csp,18b.png,1,1,72,NaN,NaN,73,1,1,235,4153,pos_feedback_onset,4,81999,csm,3230
056,1,2,csp,24b.png,1,1,252,NaN,NaN,251,1,0,167,5538,neg_feedback_onset,5,97780,csp,4153
056,1,2,csp,28b.png,1,1,12,NaN,NaN,11,1,1,286,6000,pos_feedback_onset,6,115431,csp,5538
056,1,2,csp,8b.png,1,1,88,NaN,NaN,88,1,1,435,3000,pos_feedback_onset,7,135738,csp,6000
056,1,2,csm,39a.png,1,1,316,NaN,NaN,316,1,1,246,4384,neu_feedback_onset,8,150784,csp,3000
056,1,2,csp,56b.png,1,1,208,NaN,NaN,207,1,1,265,4846,pos_feedback_onset,9,168451,csm,4384
056,1,2,csm,59a.png,1,1,128,NaN,NaN,129,1,1,160,5307,neu_feedback_onset,10,185835,csp,4846
056,1,2,csp,43b.png,1,1,24,NaN,NaN,24,1,0,288,3923,neg_feedback_onset,11,204872,csm,5307
056,1,2,csm,60a.png,1,1,284,NaN,NaN,284,1,1,410,3461,neu_feedback_onset,12,220653,csp,3923
056,1,2,csm,35a.png,1,1,344,NaN,NaN,344,1,1,334,4615,neu_feedback_onset,13,235014,csm,3461
056,1,2,csp,33b.png,1,1,112,NaN,NaN,113,1,0,NaN,3692,neg_feedback_onset,14,252932,csm,4615
056,2,2,csm,6a.png,1,0,40,27,-13,41,1,0,217,3692,neu_feedback_onset,1,13047,csm,4500
056,2,2,csp,65b.png,1,1,56,334,-82,288,1,1,326,5307,neg_feedback_onset,2,28610,csm,3692
056,2,2,csm,21a.png,1,0,300,211,-89,NaN,0,1,422,5538,neu_feedback_onset,3,NaN,csp,5307
056,2,2,csp,4b.png,1,0,324,NaN,NaN,NaN,0,1,217,4384,neg_feedback_onset,4,NaN,csm,5538
056,2,2,csp,54b.png,1,1,268,120,-148,266,1,1,435,5076,pos_feedback_onset,5,76003,csp,4384
056,2,2,csm,17a.png,1,0,148,NaN,NaN,146,1,1,550,4615,neu_feedback_onset,6,93820,csp,5076
056,2,2,csp,36b.png,1,1,264,269,5,263,1,1,441,3461,pos_feedback_onset,7,110269,csm,4615
056,2,2,csp,57b.png,1,1,260,289,29,260,1,1,187,4153,pos_feedback_onset,8,127536,csp,3461
056,2,2,csm,53a.png,1,1,320,3,43,318,1,1,307,4846,neu_feedback_onset,9,145020,csp,4153
056,2,2,csm,4a.png,1,1,52,51,-1,53,1,1,403,3230,neu_feedback_onset,10,161903,csm,4846
056,2,2,csm,2a.png,1,0,124,211,87,124,1,1,476,3923,neu_feedback_onset,11,176749,csm,3230
056,2,2,csp,55b.png,1,1,232,52,180,233,1,1,423,3000,pos_feedback_onset,12,193415,csm,3923
056,2,2,csm,50a.png,1,1,32,308,-84,33,1,1,389,6000,neu_feedback_onset,13,208561,csp,3000
056,2,2,csp,58b.png,1,1,132,83,-49,132,1,1,755,5769,neg_feedback_onset,14,227431,csm,6000
056,3,2,csm,64a.png,1,1,44,43,-1,45,1,1,330,6000,neu_feedback_onset,1,13501,csm,4500
056,3,2,csm,13a.png,1,1,328,172,-156,328,1,1,293,5538,neu_feedback_onset,2,32422,csm,6000
056,3,2,csm,51a.png,1,1,272,328,56,272,1,1,482,3692,neu_feedback_onset,3,50590,csm,5538
056,3,2,csp,39b.png,1,0,140,95,-45,142,1,1,496,4846,pos_feedback_onset,4,66438,csm,3692
056,3,2,csm,47a.png,1,1,196,146,-50,197,1,1,639,5076,neu_feedback_onset,5,84255,csp,4846
056,3,2,csp,48b.png,1,1,120,28,-92,121,1,1,312,4384,pos_feedback_onset,6,100637,csm,5076
056,3,2,csm,16a.png,1,1,224,73,-151,226,1,1,285,4615,neu_feedback_onset,7,117888,csp,4384
056,3,2,csp,38b.png,1,1,116,101,-15,116,1,1,367,5769,pos_feedback_onset,8,134353,csm,4615
056,3,2,csp,21b.png,1,1,336,242,-94,336,1,1,289,3000,pos_feedback_onset,9,153473,csp,5769
056,3,2,csm,27a.png,1,1,0,29,29,1,1,1,267,4153,neu_feedback_onset,10,169521,csp,3000
056,3,2,csp,35b.png,1,1,188,257,69,191,1,1,283,3230,pos_feedback_onset,11,185670,csm,4153
056,3,2,csm,11a.png,1,1,156,45,-111,158,1,1,271,5307,neu_feedback_onset,12,201701,csp,3230
056,3,2,csp,20b.png,1,1,76,57,-19,79,1,1,302,3923,pos_feedback_onset,13,219051,csm,5307
056,3,2,csp,11b.png,1,1,164,271,107,161,1,1,390,3461,neg_feedback_onset,14,234966,csp,3923
056,4,2,csp,64b.png,1,1,80,355,-85,83,1,1,348,4153,pos_feedback_onset,1,9439,csm,4500
056,4,2,csm,8a.png,1,1,168,57,-111,172,1,1,276,5769,neu_feedback_onset,2,25888,csp,4153
056,4,2,csm,25a.png,1,1,136,164,28,135,1,1,457,4615,neu_feedback_onset,3,44023,csm,5769
056,4,2,csp,6b.png,1,1,180,180,0,178,1,0,173,3692,neg_feedback_onset,4,60038,csm,4615
056,4,2,csm,57a.png,1,1,276,271,-5,NaN,0,1,338,4384,neu_feedback_onset,5,NaN,csp,3692
056,4,2,csp,13b.png,1,1,144,45,-99,142,1,1,480,4846,pos_feedback_onset,6,93536,csm,4384
056,4,2,csp,66b.png,1,1,84,58,-26,83,1,0,NaN,3230,neg_feedback_onset,7,111287,csp,4846
056,4,2,csm,3a.png,1,1,16,80,64,15,1,1,391,3461,neu_feedback_onset,8,126517,csp,3230
056,4,2,csm,38a.png,1,1,60,57,-3,61,1,1,331,6000,neu_feedback_onset,9,142782,csm,3461
056,4,2,csp,30b.png,1,1,356,60,64,356,1,1,445,5076,pos_feedback_onset,10,162554,csm,6000
056,4,2,csp,5b.png,1,1,304,279,-25,NaN,0,1,310,5307,neg_feedback_onset,11,NaN,csp,5076
056,4,2,csm,29a.png,1,1,248,285,37,253,1,1,541,3923,neu_feedback_onset,12,199058,csp,5307
056,4,2,csm,54a.png,1,0,256,230,-26,256,1,1,785,3000,neu_feedback_onset,13,216024,csm,3923
056,4,2,csp,2b.png,1,1,312,189,-123,NaN,0,1,399,5538,neg_feedback_onset,14,NaN,csm,3000
056,5,2,csm,24a.png,1,1,220,198,-22,222,1,1,422,5307,neu_feedback_onset,1,8037,csm,4500
056,5,2,csm,46a.png,1,0,212,322,110,216,1,1,375,5538,neu_feedback_onset,2,27225,csm,5307
056,5,2,csp,60b.png,1,1,352,179,-173,166,0,1,452,3000,neg_feedback_onset,3,46212,csm,5538
056,5,2,csp,42b.png,1,1,108,161,53,110,1,1,416,4153,pos_feedback_onset,4,62928,csp,3000
056,5,2,csm,66a.png,1,1,20,318,-62,22,1,1,409,6000,neu_feedback_onset,5,80211,csp,4153
056,5,2,csp,37b.png,1,1,184,205,21,181,1,1,270,3692,pos_feedback_onset,6,97662,csm,6000
056,5,2,csm,52a.png,1,1,28,47,19,NaN,0,1,551,3230,neu_feedback_onset,7,NaN,csp,3692
056,5,2,csp,14b.png,1,1,200,229,29,12,0,1,400,3923,neg_feedback_onset,8,129107,csm,3230
056,5,2,csp,12b.png,1,1,348,156,168,170,1,1,536,5076,neg_feedback_onset,9,145288,csp,3923
056,5,2,csp,53b.png,1,1,240,45,165,242,1,1,397,4846,pos_feedback_onset,10,161470,csp,5076
056,5,2,csp,26b.png,1,1,340,89,109,337,1,1,364,3461,pos_feedback_onset,11,178503,csp,4846
056,5,2,csm,28a.png,1,1,292,65,133,291,1,1,256,4615,neu_feedback_onset,12,195569,csp,3461
056,5,2,csm,42a.png,1,1,172,228,56,168,1,0,243,4384,neu_feedback_onset,13,213087,csm,4615
056,5,2,csm,37a.png,1,1,8,169,161,7,1,1,447,5769,neu_feedback_onset,14,229920,csm,4384
056,6,2,csp,31b.png,1,1,192,178,-14,184,1,1,448,3230,pos_feedback_onset,1,7873,csm,4500
056,6,2,csm,20a.png,1,1,204,253,49,205,1,1,324,4846,neu_feedback_onset,2,24455,csp,3230
056,6,2,csp,61b.png,1,1,288,55,127,284,1,0,305,3461,neg_feedback_onset,3,42056,csm,4846
056,6,2,csm,22a.png,1,1,92,31,-61,87,1,1,397,3692,neu_feedback_onset,4,57770,csp,3461
056,6,2,csm,36a.png,1,0,296,234,-62,296,1,0,NaN,5307,neu_feedback_onset,5,73517,csm,3692
056,6,2,csp,10b.png,1,1,280,83,163,NaN,0,0,NaN,5769,neg_feedback_onset,6,NaN,csm,5307
056,6,2,csp,15b.png,1,1,104,169,65,3,1,1,688,4615,neg_feedback_onset,7,109354,csp,5769
056,6,2,csm,44a.png,1,1,100,183,83,278,0,1,450,5538,neu_feedback_onset,8,126537,csp,4615
056,6,2,csp,41b.png,1,1,236,45,169,233,1,1,293,4153,pos_feedback_onset,9,143470,csm,5538
056,6,2,csp,62b.png,1,1,244,109,-135,240,1,1,422,6000,pos_feedback_onset,10,159284,csp,4153
056,6,2,csp,50b.png,1,1,4,64,60,8,1,0,NaN,4384,neg_feedback_onset,11,176902,csp,6000
056,6,2,csm,1a.png,1,0,36,NaN,NaN,35,1,1,327,5076,neu_feedback_onset,12,193567,csp,4384
056,6,2,csm,34a.png,1,0,96,NaN,NaN,92,1,1,411,3000,neu_feedback_onset,13,210768,csm,5076
056,6,2,csm,32a.png,1,1,64,51,-13,62,1,0,349,3923,neu_feedback_onset,14,226932,csm,3000
