sub,run,cat_cond,trial_type,picture,old,response_old,target_pos,response_pos,minimum_error,dot_resp_loc,cat_corr,TN_corr,TN_rt,ITI_dur,feedback_type,trial,mouse_resp_timestamp,trial_type_tm1,ITI_dur_tm1
005,1,1,csp,6a.png,1,1,228,226,-2,NaN,0,1,303,4846,neg_feedback_onset,1,NaN,csm,4500
005,1,1,csp,16a.png,1,1,236,283,47,237,1,1,548,5076,neg_feedback_onset,2,87805,csp,4846
005,1,1,csm,52b.png,1,1,32,359,-33,32,1,1,359,3692,neu_feedback_onset,3,104788,csp,5076
005,1,1,csp,60a.png,1,1,252,253,1,253,1,1,319,3000,pos_feedback_onset,4,121303,csm,3692
005,1,1,csp,51a.png,1,1,192,281,89,191,1,0,304,5307,neg_feedback_onset,5,137384,csp,3000
005,1,1,csp,33a.png,1,1,108,127,19,108,1,1,267,3461,pos_feedback_onset,6,155285,csp,5307
005,1,1,csp,50a.png,1,1,56,36,-20,56,1,1,448,5769,pos_feedback_onset,7,171050,csp,3461
005,1,1,csm,12b.png,1,1,144,125,-19,145,1,1,407,5538,neu_feedback_onset,8,188250,csp,5769
005,1,1,csm,10b.png,1,1,80,75,-5,77,1,1,310,4153,neu_feedback_onset,9,205667,csm,5538
005,1,1,csp,3a.png,1,1,328,318,-10,329,1,1,277,3923,pos_feedback_onset,10,222716,csm,4153
005,1,1,csm,47b.png,1,1,184,180,-4,183,1,1,508,4615,neu_feedback_onset,11,240585,csp,3923
005,1,1,csm,1b.png,1,1,272,295,23,274,1,1,249,4384,neu_feedback_onset,12,257401,csm,4615
005,1,1,csm,8b.png,1,1,284,271,-13,284,1,1,369,6000,neu_feedback_onset,13,273565,csm,4384
005,1,1,csm,7b.png,1,1,128,359,-129,126,1,1,418,3230,neu_feedback_onset,14,291818,csm,6000
005,2,1,csm,64b.png,1,1,196,214,18,NaN,0,1,339,6000,neu_feedback_onset,1,NaN,csm,4500
005,2,1,csp,7a.png,1,1,232,288,56,231,1,1,289,4615,pos_feedback_onset,2,35500,csm,6000
005,2,1,csm,4b.png,1,1,116,127,11,116,1,1,321,4384,neu_feedback_onset,3,52249,csp,4615
005,2,1,csm,35b.png,1,1,300,307,7,301,1,1,336,3000,neu_feedback_onset,4,69583,csm,4384
005,2,1,csp,54a.png,1,1,268,283,15,267,1,0,359,4153,neg_feedback_onset,5,86449,csm,3000
005,2,1,csp,40a.png,1,1,204,199,-5,205,1,0,484,5538,neg_feedback_onset,6,104401,csp,4153
005,2,1,csm,18b.png,1,1,68,44,-24,66,1,1,271,3461,neu_feedback_onset,7,121985,csp,5538
005,2,1,csm,50b.png,1,1,12,325,-47,13,1,1,550,4846,neu_feedback_onset,8,138384,csm,3461
005,2,1,csm,39b.png,1,1,96,109,13,96,1,1,283,3923,neu_feedback_onset,9,156102,csm,4846
005,2,1,csm,57b.png,1,1,336,31,55,336,1,1,335,3230,neu_feedback_onset,10,172183,csm,3923
005,2,1,csp,18a.png,1,1,256,229,-27,256,1,0,253,5307,neg_feedback_onset,11,188932,csm,3230
005,2,1,csp,30a.png,1,1,356,360,4,358,1,1,270,3692,pos_feedback_onset,12,208704,csp,5307
005,2,1,csp,64a.png,1,1,160,134,-26,160,1,1,344,5769,pos_feedback_onset,13,225018,csp,3692
005,2,1,csp,8a.png,1,1,40,233,-167,38,1,1,348,5076,pos_feedback_onset,14,243388,csp,5769
005,3,1,csm,37b.png,1,1,52,40,-12,52,1,1,256,3461,neu_feedback_onset,1,13960,csm,4500
005,3,1,csm,36b.png,1,1,48,41,-7,46,1,1,240,4615,neu_feedback_onset,2,28873,csm,3461
005,3,1,csp,29a.png,1,1,324,314,-10,327,1,1,439,3923,pos_feedback_onset,3,46774,csm,4615
005,3,1,csp,39a.png,1,1,104,137,33,104,1,1,353,5538,pos_feedback_onset,4,63673,csp,3923
005,3,1,csp,20a.png,1,1,76,86,10,74,1,1,344,4384,pos_feedback_onset,5,82794,csp,5538
005,3,1,csp,42a.png,1,1,188,259,71,187,1,1,272,5307,pos_feedback_onset,6,100645,csp,4384
005,3,1,csm,59b.png,1,1,84,104,20,85,1,1,219,5076,neu_feedback_onset,7,118914,csp,5307
005,3,1,csm,21b.png,1,1,296,306,10,299,1,1,327,3230,neu_feedback_onset,8,135964,csm,5076
005,3,1,csm,30b.png,1,1,260,255,-5,259,1,0,540,5769,neu_feedback_onset,9,151995,csm,3230
005,3,1,csm,24b.png,1,1,16,38,22,17,1,1,341,6000,neu_feedback_onset,10,170364,csm,5769
005,3,1,csp,63a.png,1,1,312,297,-15,314,1,1,384,4846,pos_feedback_onset,11,188649,csm,6000
005,3,1,csp,55a.png,1,1,212,212,0,212,1,1,355,4153,pos_feedback_onset,12,205299,csp,4846
005,3,1,csp,45a.png,1,1,168,122,-46,166,1,1,347,3000,pos_feedback_onset,13,223033,csp,4153
005,3,1,csm,58b.png,1,1,332,306,-26,333,1,1,513,3692,neu_feedback_onset,14,237595,csp,3000
005,4,1,csp,53a.png,1,1,28,25,-3,29,1,1,294,3461,pos_feedback_onset,1,11516,csm,4500
005,4,1,csp,36a.png,1,1,60,77,17,61,1,1,408,6000,pos_feedback_onset,2,27998,csp,3461
005,4,1,csm,34b.png,1,1,180,178,-2,NaN,0,1,313,4615,neu_feedback_onset,3,NaN,csp,6000
005,4,1,csm,45b.png,1,1,200,218,18,198,1,1,370,3230,neu_feedback_onset,4,63550,csm,4615
005,4,1,csm,3b.png,1,1,64,53,-11,63,1,1,250,3923,neu_feedback_onset,5,79181,csm,3230
005,4,1,csm,22b.png,1,1,100,319,-141,100,1,1,342,3000,neu_feedback_onset,6,96464,csm,3923
