sub,run,cat_cond,trial_type,picture,old,response_old,target_pos,response_pos,minimum_error,dot_resp_loc,cat_corr,TN_corr,TN_rt,ITI_dur,feedback_type,trial,mouse_resp_timestamp,trial_type_tm1,ITI_dur_tm1
031,1,2,csp,47b.png,1,0,164,77,-87,163,1,1,698,5307,neg_feedback_onset,1,143476,csm,4500
031,1,2,csm,59a.png,1,1,292,45,113,292,1,1,542,3692,neu_feedback_onset,2,160409,csp,5307
031,1,2,csp,34b.png,1,1,92,293,-159,93,1,1,518,4846,pos_feedback_onset,3,177108,csm,3692
031,1,2,csp,30b.png,1,1,76,124,48,78,1,1,405,3923,pos_feedback_onset,4,193958,csp,4846
031,1,2,csp,2b.png,1,0,348,53,65,349,1,1,409,5538,pos_feedback_onset,5,210874,csp,3923
031,1,2,csm,51a.png,1,1,240,280,40,59,0,0,NaN,5769,neu_feedback_onset,6,227807,csp,5538
031,1,2,csm,1a.png,1,1,52,299,-113,54,1,1,749,3461,neu_feedback_onset,7,245508,csm,5769
031,1,2,csm,61a.png,1,1,72,309,-123,72,1,1,434,4153,neu_feedback_onset,8,261589,csm,3461
031,1,2,csm,23a.png,1,1,84,82,-2,89,1,1,419,4384,neu_feedback_onset,9,276335,csm,4153
031,1,2,csm,53a.png,1,1,340,278,-62,339,1,1,432,4615,neu_feedback_onset,10,292950,csm,4384
031,1,2,csp,63b.png,1,1,236,287,51,236,1,1,468,5076,pos_feedback_onset,11,309900,csm,4615
031,1,2,csm,58a.png,1,1,48,30,-18,52,1,1,529,3230,neu_feedback_onset,12,327718,csp,5076
031,1,2,csp,28b.png,1,1,352,278,-74,350,1,0,388,6000,neg_feedback_onset,13,342263,csm,3230
031,1,2,csp,36b.png,1,1,128,34,-94,130,1,1,409,3000,pos_feedback_onset,14,359814,csp,6000
031,2,2,csm,42a.png,1,1,108,314,-154,106,1,1,506,5769,neu_feedback_onset,1,14211,csm,4500
031,2,2,csm,14a.png,1,0,124,69,-55,128,1,1,462,3923,neu_feedback_onset,2,31535,csm,5769
031,2,2,csp,1b.png,1,0,304,57,113,304,1,1,737,5076,neg_feedback_onset,3,48111,csm,3923
031,2,2,csm,34a.png,1,0,320,NaN,NaN,320,1,1,497,5307,neu_feedback_onset,4,65210,csp,5076
031,2,2,csm,2a.png,1,1,260,37,137,258,1,0,NaN,5538,neu_feedback_onset,5,82761,csm,5307
031,2,2,csp,4b.png,1,1,104,148,44,100,1,1,561,3230,neg_feedback_onset,6,99527,csm,5538
031,2,2,csm,4a.png,1,1,256,86,-170,254,1,1,669,3461,neu_feedback_onset,7,115158,csp,3230
031,2,2,csm,28a.png,1,1,28,NaN,NaN,36,1,1,581,4615,neu_feedback_onset,8,131423,csm,3461
031,2,2,csp,29b.png,1,1,16,205,-171,NaN,0,1,692,4384,neg_feedback_onset,9,NaN,csm,4615
031,2,2,csp,14b.png,1,1,196,20,-176,198,1,1,379,3692,pos_feedback_onset,10,165556,csp,4384
031,2,2,csp,38b.png,1,1,276,13,97,278,1,1,682,6000,neg_feedback_onset,11,180334,csp,3692
031,2,2,csm,44a.png,1,0,144,73,-71,142,1,1,580,4153,neu_feedback_onset,12,197267,csp,6000
031,2,2,csp,11b.png,1,1,8,310,-58,2,1,1,446,3000,pos_feedback_onset,13,214351,csm,4153
031,2,2,csp,55b.png,1,1,148,249,101,142,1,1,408,4846,pos_feedback_onset,14,229881,csp,3000
031,3,2,csp,54b.png,1,1,280,241,-39,281,1,0,NaN,3461,neg_feedback_onset,1,14906,csm,4500
031,3,2,csp,56b.png,1,1,80,119,39,82,1,1,531,5076,neg_feedback_onset,2,29751,csp,3461
031,3,2,csm,50a.png,1,1,212,127,-85,211,1,1,804,3230,neu_feedback_onset,3,46384,csp,5076
031,3,2,csp,22b.png,1,1,20,346,-34,19,1,1,547,3923,neg_feedback_onset,4,62281,csm,3230
031,3,2,csp,44b.png,1,1,24,267,-117,27,1,1,566,4846,neg_feedback_onset,5,78580,csp,3923
031,3,2,csm,47a.png,1,0,224,74,-150,224,1,1,673,3692,neu_feedback_onset,6,95830,csp,4846
